Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,segment
13418,8,28,20.866732283464565,5,5,4,554,Champions
13420,59,2,19.98125,4,2,4,424,Potential Loyalists
13421,200,7,13.246217391304349,3,4,2,342,Loyal
13423,338,1,18.085833333333333,2,1,3,213,Hibernating
13424,359,1,14.31925,1,1,2,112,Hibernating
13425,17,5,19.121516853932587,5,4,4,544,Champions
13426,92,17,22.61985130111524,4,5,4,454,Champions
13427,30,5,19.321521739130436,5,4,4,544,Champions
13428,424,2,4.021571428571429,1,2,1,121,Hibernating
13431,316,6,24.66433734939759,2,4,4,244,Loyal
13432,481,2,3.9686363636363637,1,2,1,121,Hibernating
13433,410,4,27.429999999999996,1,3,5,135,At Risk
13434,6,4,40.182,5,3,5,535,Potential Loyalists
13435,20,5,19.92568181818182,5,4,4,544,Champions
13437,8,4,17.870338983050846,5,3,3,533,Potential Loyalists
13438,456,1,46.5,1,1,5,115,Hibernating
13439,165,3,5.907844311377246,3,3,1,331,Potential Loyalists
13440,333,7,21.953389830508474,2,4,4,244,Loyal
13441,1,2,18.971052631578946,5,2,4,524,Potential Loyalists
13442,577,3,9.110277777777778,1,3,1,131,At Risk
13443,358,6,5.410150753768844,1,4,1,141,Loyal
13444,284,2,10.891034482758622,2,2,2,222,Hibernating
13445,536,1,34.55714285714286,1,1,5,115,Hibernating
13446,339,11,20.218177083333334,2,5,4,254,Loyal
13448,128,10,15.623672055427253,3,5,2,352,Loyal
13450,34,11,29.393109243697477,5,5,5,555,Champions
13451,35,10,6.876436663233779,5,5,1,551,Loyal
13453,75,3,19.54225,4,3,4,434,Potential Loyalists
13454,551,1,9.559565217391304,1,1,2,112,Hibernating
13455,276,5,19.847890625,2,4,4,244,Loyal
13456,65,3,37.176521739130436,4,3,5,435,Potential Loyalists
13457,598,2,16.468888888888888,1,2,3,123,Hibernating
13458,9,12,25.293974683544306,5,5,4,554,Champions
13459,534,2,15.896027397260273,1,2,3,123,Hibernating
13461,48,5,69.21538461538461,4,4,5,445,Champions
13462,162,5,16.251408450704226,3,4,3,343,Loyal
13464,304,5,22.02690909090909,2,4,4,244,Loyal
13465,356,2,27.385882352941177,1,2,5,125,Hibernating
13466,93,5,18.424545454545456,4,4,3,443,Loyal
13468,2,64,18.530853293413173,5,5,3,553,Loyal
13469,563,1,13.733333333333334,1,1,2,112,Hibernating
13470,9,2,16.5,5,2,3,523,Potential Loyalists
13472,373,2,21.15142857142857,1,2,4,124,Hibernating
13473,242,7,40.596393442622954,3,4,5,345,Loyal
13474,146,3,4.998759689922481,3,3,1,331,Potential Loyalists
13475,101,4,16.550941176470587,4,3,3,433,Potential Loyalists
13476,88,5,17.41798076923077,4,4,3,443,Loyal
13477,48,9,17.80578125,4,5,3,453,Loyal
13478,379,5,17.511219512195122,1,4,3,143,Loyal
13479,110,4,16.063584905660377,3,3,3,333,Potential Loyalists
13480,326,2,15.31268292682927,2,2,2,222,Hibernating
13481,18,10,17.195989847715737,5,5,3,553,Loyal
13482,141,2,16.804499999999997,3,2,3,323,Potential Loyalists
13484,150,3,20.274871794871796,3,3,4,334,Potential Loyalists
13485,143,11,19.071783439490446,3,5,4,354,Loyal
13486,38,2,15.76173076923077,4,2,2,422,Potential Loyalists
13487,122,4,17.44282051282051,3,3,3,333,Potential Loyalists
13488,30,19,21.69028006589786,5,5,4,554,Champions
13489,15,4,32.10857142857143,5,3,5,535,Potential Loyalists
13490,564,1,19.28125,1,1,4,114,Hibernating
13491,57,26,17.073807692307696,4,5,3,453,Loyal
13492,46,3,25.3968,4,3,4,434,Potential Loyalists
13493,185,2,83.105,3,2,5,325,Potential Loyalists
13494,221,1,17.570000000000004,3,1,3,313,Needs Attention
13495,142,8,34.66,3,4,5,345,Loyal
13496,269,1,19.269615384615385,2,1,4,214,Hibernating
13497,192,6,19.70641791044776,3,4,4,344,Loyal
13498,640,1,19.25764705882353,1,1,4,114,Hibernating
13499,135,2,22.085238095238097,3,2,4,324,Potential Loyalists
13500,32,2,15.648249999999999,5,2,2,522,Potential Loyalists
13501,197,3,25.30798245614035,3,3,4,334,Potential Loyalists
13502,184,4,28.235833333333332,3,3,5,335,Potential Loyalists
13503,389,4,8.929666666666666,1,3,1,131,At Risk
13505,76,3,17.859333333333332,4,3,3,433,Potential Loyalists
13506,226,5,16.726530612244897,3,4,3,343,Loyal
13507,8,3,15.803046875,5,3,3,533,Potential Loyalists
13508,153,2,10.251785714285715,3,2,2,322,Potential Loyalists
13509,9,6,23.33388888888889,5,4,4,544,Champions
13510,5,9,15.489700854700855,5,5,2,552,Loyal
13511,586,1,59.2025,1,1,5,115,Hibernating
13512,170,4,18.292051282051283,3,3,3,333,Potential Loyalists
13513,36,3,20.61475,5,3,4,534,Potential Loyalists
13514,338,3,39.04117647058824,2,3,5,235,At Risk
13515,27,5,17.281923076923075,5,4,3,543,Loyal
13516,148,2,18.410416666666666,3,2,3,323,Potential Loyalists
13517,16,2,14.927592592592593,5,2,2,522,Potential Loyalists
13519,352,1,20.041818181818183,1,1,4,114,Hibernating
13520,47,10,29.32387283236994,4,5,5,455,Champions
13523,109,4,19.974088050314467,3,3,4,334,Potential Loyalists
13524,11,3,22.714444444444446,5,3,4,534,Potential Loyalists
13525,158,1,141.44,3,1,5,315,Needs Attention
13526,648,2,26.863636363636363,1,2,5,125,Hibernating
13527,15,9,10.336950549450549,5,5,2,552,Loyal
13529,114,1,25.87142857142857,3,1,4,314,Needs Attention
13530,544,1,22.387777777777774,1,1,4,114,Hibernating
13531,114,6,19.31688888888889,3,4,4,344,Loyal
13533,92,3,3.563026315789474,4,3,1,431,Potential Loyalists
13534,17,31,18.85560606060606,5,5,4,554,Champions
13535,312,1,89.5,2,1,5,215,Hibernating
13537,335,2,17.09166666666667,2,2,3,223,Hibernating
13538,4,11,20.306690647482014,5,5,4,554,Champions
13539,150,6,17.90957142857143,3,4,3,343,Loyal
13540,377,3,19.7621875,1,3,4,134,At Risk
13541,336,2,78.525,2,2,5,225,Hibernating
13542,286,17,11.887744807121662,2,5,2,252,Loyal
13543,544,2,30.630000000000003,1,2,5,125,Hibernating
13544,150,5,3.0022727272727274,3,4,1,341,Loyal
13545,300,2,6.572631578947369,2,2,1,221,Hibernating
13546,110,3,7.96719512195122,3,3,1,331,Potential Loyalists
13547,318,1,3.7604347826086952,2,1,1,211,Hibernating
13548,6,3,4.860909090909091,5,3,1,531,Potential Loyalists
13549,52,6,16.659803921568628,4,4,3,443,Loyal
13550,293,1,7.943409090909091,2,1,1,211,Hibernating
13551,229,2,48.839999999999996,3,2,5,325,Potential Loyalists
13552,33,19,34.29577142857143,5,5,5,555,Champions
13553,584,1,5.508510638297872,1,1,1,111,Hibernating
13554,290,7,8.232562814070352,2,4,1,241,Loyal
13555,111,11,19.75447852760736,3,5,4,354,Loyal
13556,338,2,22.313333333333333,2,2,4,224,Hibernating
13557,190,12,16.598024691358024,3,5,3,353,Loyal
13559,422,2,495.0,1,2,5,125,Hibernating
13561,125,11,7.814248927038626,3,5,1,351,Loyal
13562,51,7,25.440598802395208,4,4,4,444,Champions
13563,49,1,7.971282051282051,4,1,1,411,New Customers
13564,263,36,13.083675889328061,2,5,2,252,Loyal
13565,244,2,8.136,3,2,1,321,Potential Loyalists
13566,344,3,4.210964467005076,2,3,1,231,At Risk
13567,338,4,5.338374384236453,2,3,1,231,At Risk
13568,83,1,4.382954545454545,4,1,1,411,New Customers
13569,277,3,4.1722222222222225,2,3,1,231,At Risk
13570,153,1,8.870000000000001,3,1,1,311,Needs Attention
13571,2,21,6.806653620352251,5,5,1,551,Loyal
13572,115,1,41.946969696969695,3,1,5,315,Needs Attention
13573,163,5,10.03676923076923,3,4,2,342,Loyal
13574,321,1,4.089805825242719,2,1,1,211,Hibernating
13575,43,2,16.826923076923077,4,2,3,423,Potential Loyalists
13576,6,23,43.38717488789238,5,5,5,555,Champions
13577,2,10,19.707105263157896,5,5,4,554,Champions
13578,319,1,16.406666666666666,2,1,3,213,Hibernating
13579,278,4,16.272368421052633,2,3,3,233,At Risk
13580,316,1,16.95,2,1,3,213,Hibernating
13581,219,2,8.500909090909092,3,2,1,321,Potential Loyalists
13582,299,2,21.970909090909092,2,2,4,224,Hibernating
13583,65,2,15.052406249999999,4,2,2,422,Potential Loyalists
13584,216,3,4.728313253012048,3,3,1,331,Potential Loyalists
13585,440,3,17.552307692307693,1,3,3,133,At Risk
13586,451,1,6.263333333333334,1,1,1,111,Hibernating
13587,359,3,43.68636363636364,1,3,5,135,At Risk
13588,9,4,13.660769230769231,5,3,2,532,Potential Loyalists
13589,89,5,22.285641025641024,4,4,4,444,Champions
13590,60,16,14.663235294117648,4,5,2,452,Loyal
13591,114,6,21.642469135802468,3,4,4,344,Loyal
13592,115,3,15.808461538461538,3,3,3,333,Potential Loyalists
13593,18,14,13.391764705882354,5,5,2,552,Loyal
13594,395,1,19.47857142857143,1,1,4,114,Hibernating
13595,426,3,5.383026315789474,1,3,1,131,At Risk
13597,310,2,23.335882352941177,2,2,4,224,Hibernating
13598,405,4,10.329152542372881,1,3,2,132,At Risk
13599,66,20,29.38649193548387,4,5,5,455,Champions
13600,222,2,12.644390243902437,3,2,2,322,Potential Loyalists
13601,120,3,6.268260869565217,3,3,1,331,Potential Loyalists
13602,291,3,17.036571428571428,2,3,3,233,At Risk
13604,568,1,34.172380952380955,1,1,5,115,Hibernating
13605,296,2,9.861698113207547,2,2,2,222,Hibernating
13606,153,2,6.2604999999999995,3,2,1,321,Potential Loyalists
13607,312,1,16.679166666666667,2,1,3,213,Hibernating
13608,450,1,6.561111111111111,1,1,1,111,Hibernating
13609,503,1,17.15,1,1,3,113,Hibernating
13610,20,12,4.997359550561797,5,5,1,551,Loyal
13611,80,9,14.89010695187166,4,5,2,452,Loyal
13612,542,1,16.3658,1,1,3,113,Hibernating
13613,362,5,17.62457627118644,1,4,3,143,Loyal
13614,74,4,9.6481875,4,3,2,432,Potential Loyalists
13615,228,8,16.308438356164384,3,4,3,343,Loyal
13616,478,2,7.44861111111111,1,2,1,121,Hibernating
13617,23,7,12.090879120879121,5,4,2,542,Loyal
13618,83,1,13.641538461538461,4,1,2,412,New Customers
13619,454,2,4.795625,1,2,1,121,Hibernating
13620,438,1,22.468,1,1,4,114,Hibernating
13621,26,1,11.255263157894737,5,1,2,512,New Customers
13622,606,1,20.5921875,1,1,4,114,Hibernating
13623,119,9,8.620472727272727,3,5,1,351,Loyal
13624,298,1,21.003636363636364,2,1,4,214,Hibernating
13625,506,1,14.345714285714285,1,1,2,112,Hibernating
13626,162,2,16.069090909090907,3,2,3,323,Potential Loyalists
13627,86,5,16.182475247524753,4,4,3,443,Loyal
13628,586,1,19.38375,1,1,4,114,Hibernating
13629,8,16,144.83153846153846,5,5,5,555,Champions
13630,15,5,22.319016393442624,5,4,4,544,Champions
13631,9,11,279.1290909090909,5,5,5,555,Champions
13632,83,6,14.487924528301887,4,4,2,442,Loyal
13634,16,13,12.035198863636365,5,5,2,552,Loyal
13635,352,3,19.281299999999998,1,3,4,134,At Risk
13636,32,4,15.76951219512195,5,3,3,533,Potential Loyalists
13637,97,2,7.430434782608696,4,2,1,421,Potential Loyalists
13639,346,1,16.47,2,1,3,213,Hibernating
13640,521,1,101.25,1,1,5,115,Hibernating
13641,550,4,21.915581395348838,1,3,4,134,At Risk
13642,125,4,4.515087719298246,3,3,1,331,Potential Loyalists
13643,8,9,21.51471264367816,5,5,4,554,Champions
13644,15,1,17.731041666666666,5,1,3,513,New Customers
13645,29,1,50.42,5,1,5,515,New Customers
13646,309,2,5.625,2,2,1,221,Hibernating
13647,85,6,23.3768085106383,4,4,4,444,Champions
13648,310,8,16.641698113207546,2,4,3,243,Loyal
13649,166,6,13.27144,3,4,2,342,Loyal
13650,117,6,19.61767857142857,3,4,4,344,Loyal
13651,291,1,16.58125,2,1,3,213,Hibernating
13652,166,4,15.776194029850748,3,3,3,333,Potential Loyalists
13653,397,1,16.91111111111111,1,1,3,113,Hibernating
13654,55,9,19.540220588235293,4,5,4,454,Champions
13655,24,6,19.163949579831936,5,4,4,544,Champions
13656,74,4,12.400574712643676,4,3,2,432,Potential Loyalists
13657,111,1,16.926666666666666,3,1,3,313,Needs Attention
13658,113,5,25.953937500000002,3,4,4,344,Loyal
13659,115,12,17.284428044280443,3,5,3,353,Loyal
13660,309,1,7.672926829268292,2,1,1,211,Hibernating
13661,513,1,19.131764705882354,1,1,4,114,Hibernating
13662,122,10,15.842773109243698,3,5,3,353,Loyal
13663,89,5,20.681919191919192,4,4,4,444,Champions
13665,296,3,16.147735849056602,2,3,3,233,At Risk
13666,197,4,7.603571428571429,3,3,1,331,Potential Loyalists
13667,59,1,3.505977011494253,4,1,1,411,New Customers
13668,23,30,18.45129746835443,5,5,3,553,Loyal
13669,59,2,30.39375,4,2,5,425,Potential Loyalists
13671,304,1,2.5651315789473683,2,1,1,211,Hibernating
13672,211,3,23.32888888888889,3,3,4,334,Potential Loyalists
13674,342,1,17.19142857142857,2,1,3,213,Hibernating
13675,61,2,19.472800000000003,4,2,4,424,Potential Loyalists
13676,448,2,18.76153846153846,1,2,4,124,Hibernating
13677,314,2,5.19803738317757,2,2,1,221,Hibernating
13678,61,1,14.5375,4,1,2,412,New Customers
13679,403,3,5.6251999999999995,1,3,1,131,At Risk
13680,247,10,19.17426944971537,2,5,4,254,Loyal
13681,65,1,15.650769230769232,4,1,2,412,New Customers
13682,97,1,19.833333333333332,4,1,4,414,New Customers
13683,367,1,25.860000000000003,1,1,4,114,Hibernating
13684,195,4,5.476880733944954,3,3,1,331,Potential Loyalists
13686,92,3,12.030588235294118,4,3,2,432,Potential Loyalists
13687,347,1,264.01866666666666,2,1,5,215,Hibernating
13688,545,1,75.1,1,1,5,115,Hibernating
13689,354,1,116.5,1,1,5,115,Hibernating
13691,305,1,3.9769811320754718,2,1,1,211,Hibernating
13692,123,4,33.266351351351354,3,3,5,335,Potential Loyalists
13693,283,9,18.97943396226415,2,5,4,254,Loyal
13694,17,132,126.50130527817403,5,5,5,555,Champions
13695,8,13,29.05242857142857,5,5,5,555,Champions
13696,331,3,84.18333333333334,2,3,5,235,At Risk
13698,506,2,9.887948717948717,1,2,2,122,Hibernating
13699,64,2,20.6527027027027,4,2,4,424,Potential Loyalists
13700,2,11,8.88711111111111,5,5,1,551,Loyal
13701,356,1,17.88888888888889,1,1,3,113,Hibernating
13702,355,1,27.036,1,1,5,115,Hibernating
13703,228,2,11.501621621621622,3,2,2,322,Potential Loyalists
13705,54,6,20.215333333333334,4,4,4,444,Champions
13706,212,2,15.897777777777776,3,2,3,323,Potential Loyalists
13707,176,5,21.622792207792205,3,4,4,344,Loyal
13708,181,1,5.8976,3,1,1,311,Needs Attention
13709,11,10,17.43946058091286,5,5,3,553,Loyal
13710,333,2,47.00571428571429,2,2,5,225,Hibernating
13711,128,9,19.48108695652174,3,5,4,354,Loyal
13712,156,2,23.224848484848483,3,2,4,324,Potential Loyalists
13713,317,3,8.29325,2,3,1,231,At Risk
13714,375,1,5.378333333333333,1,1,1,111,Hibernating
13715,190,17,15.886310861423222,3,5,3,353,Loyal
13716,179,1,6.584761904761905,3,1,1,311,Needs Attention
13717,38,6,13.701935483870967,4,4,2,442,Loyal
13718,156,2,25.545833333333334,3,2,4,324,Potential Loyalists
13719,115,8,9.982679425837322,3,4,2,342,Loyal
13720,26,4,18.60232558139535,5,3,3,533,Potential Loyalists
13721,304,1,15.528571428571427,2,1,2,212,Hibernating
13722,41,10,29.816984126984128,4,5,5,455,Champions
13723,126,6,20.494915254237288,3,4,4,344,Loyal
13724,547,1,5.071666666666666,1,1,1,111,Hibernating
13725,78,7,19.638947368421054,4,4,4,444,Champions
13726,10,1,12.725217391304348,5,1,2,512,New Customers
13727,521,6,9.4795,1,4,2,142,Loyal
13728,17,15,17.45728476821192,5,5,3,553,Loyal
13729,345,3,18.582820512820515,2,3,3,233,At Risk
13730,45,2,17.50232558139535,4,2,3,423,Potential Loyalists
13731,129,2,16.068157894736842,3,2,3,323,Potential Loyalists
13733,320,2,16.794137931034484,2,2,3,223,Hibernating
13734,418,2,5.46,1,2,1,121,Hibernating
13735,85,11,14.835711743772242,4,5,2,452,Loyal
13736,170,6,5.411402714932127,3,4,1,341,Loyal
13737,109,1,11.319999999999999,3,1,2,312,Needs Attention
13738,306,1,4.792717391304348,2,1,1,211,Hibernating
13739,437,1,25.099999999999998,1,1,4,114,Hibernating
13740,150,5,16.818631578947368,3,4,3,343,Loyal
13741,93,2,18.1565,4,2,3,423,Potential Loyalists
13742,72,10,10.033030303030303,4,5,2,452,Loyal
13743,17,5,30.403999999999996,5,4,5,545,Champions
13744,5,2,16.060555555555553,5,2,3,523,Potential Loyalists
13745,71,2,13.881428571428572,4,2,2,422,Potential Loyalists
13746,323,1,19.63222222222222,2,1,4,214,Hibernating
13747,283,2,41.56666666666666,2,2,5,225,Hibernating
13748,5,9,38.44661016949152,5,5,5,555,Champions
13750,50,10,46.736428571428576,4,5,5,455,Champions
13751,197,1,32.916666666666664,3,1,5,315,Needs Attention
13752,34,7,16.603510638297873,5,4,3,543,Loyal
13753,197,4,26.182125000000003,3,3,4,334,Potential Loyalists
13754,61,3,21.288095238095238,4,3,4,434,Potential Loyalists
13756,3,17,23.460675675675677,5,5,4,554,Champions
13757,584,1,24.44375,1,1,4,114,Hibernating
13758,111,12,29.63325174825175,3,5,5,355,Loyal
13760,166,4,13.466000000000001,3,3,2,332,Potential Loyalists
13761,89,5,16.347976190476192,4,4,3,443,Loyal
13762,128,5,70.64228571428572,3,4,5,345,Loyal
13763,327,2,100.07085714285715,2,2,5,225,Hibernating
13764,53,5,7.7678032786885245,4,4,1,441,Loyal
13765,563,1,19.5575625,1,1,4,114,Hibernating
13766,405,1,11.197058823529412,1,1,2,112,Hibernating
13767,18,64,39.54313559322034,5,5,5,555,Champions
13768,636,2,26.544545454545457,1,2,4,124,Hibernating
13769,2,18,20.639561752988048,5,5,4,554,Champions
13770,332,4,16.07276595744681,2,3,3,233,At Risk
13771,109,7,27.300718562874252,3,4,5,345,Loyal
13772,6,7,4.991102204408818,5,4,1,541,Loyal
13773,306,2,15.870526315789474,2,2,3,223,Hibernating
13775,500,1,16.661269841269842,1,1,3,113,Hibernating
13777,39,52,136.93769968051117,4,5,5,455,Champions
13778,13,4,25.55659090909091,5,3,4,534,Potential Loyalists
13779,425,1,5.967777777777777,1,1,1,111,Hibernating
13780,80,2,9.463269230769232,4,2,2,422,Potential Loyalists
13781,160,3,13.663684210526316,3,3,2,332,Potential Loyalists
13782,34,10,7.1089473684210525,5,5,1,551,Loyal
13783,397,4,154.209,1,3,5,135,At Risk
13784,4,12,65.93820512820513,5,5,5,555,Champions
13785,338,4,18.083000000000002,2,3,3,233,At Risk
13786,277,6,27.088225806451614,2,4,5,245,Loyal
13787,274,5,16.408360655737706,2,4,3,243,Loyal
13788,415,1,3.75,1,1,1,111,Hibernating
13789,298,1,13.303333333333333,2,1,2,212,Hibernating
13791,37,2,137.8181818181818,5,2,5,525,Potential Loyalists
13792,197,2,18.785714285714285,3,2,4,324,Potential Loyalists
13793,556,1,13.714285714285714,1,1,2,112,Hibernating
13794,456,1,14.003333333333334,1,1,2,112,Hibernating
13795,297,4,28.837931034482757,2,3,5,235,At Risk
13796,409,1,13.168181818181818,1,1,2,112,Hibernating
13797,346,3,15.121153846153847,2,3,2,232,At Risk
13798,3,95,107.34835443037976,5,5,5,555,Champions
13799,26,9,26.448773584905663,5,5,4,554,Champions
13800,219,3,23.00767123287671,3,3,4,334,Potential Loyalists
13802,48,19,58.61408482142857,4,5,5,455,Champions
13803,165,3,17.16551282051282,3,3,3,333,Potential Loyalists
13804,6,6,17.6345,5,4,3,543,Loyal
13805,39,1,83.37333333333333,4,1,5,415,New Customers
13807,277,3,16.563333333333333,2,3,3,233,At Risk
13808,3,2,20.66,5,2,4,524,Potential Loyalists
13809,215,3,27.188000000000002,3,3,5,335,Potential Loyalists
13811,93,2,49.3125,4,2,5,425,Potential Loyalists
13812,15,1,13.937000000000001,5,1,2,512,New Customers
13813,44,5,19.60164835164835,4,4,4,444,Champions
13814,2,3,28.573670886075952,5,3,5,535,Potential Loyalists
13815,82,6,19.442861736334404,4,4,4,444,Champions
13817,261,1,14.299999999999999,2,1,2,212,Hibernating
13818,339,1,12.256,2,1,2,212,Hibernating
13819,211,6,26.161881188118812,3,4,4,344,Loyal
13820,328,3,7.3405555555555555,2,3,1,231,At Risk
13821,54,6,6.460582524271845,4,4,1,441,Loyal
13823,1,6,20.29248275862069,5,4,4,544,Champions
13824,45,11,33.840666666666664,4,5,5,455,Champions
13825,531,2,6.38975,1,2,1,121,Hibernating
13826,86,1,18.95,4,1,4,414,New Customers
13827,43,2,4.930491803278688,4,2,1,421,Potential Loyalists
13829,330,1,102.0,2,1,5,215,Hibernating
13830,491,1,13.790000000000001,1,1,2,112,Hibernating
13831,48,16,35.45751412429378,4,5,5,455,Champions
13832,332,1,10.397962962962962,2,1,2,212,Hibernating
13833,69,2,15.585777777777778,4,2,2,422,Potential Loyalists
13834,486,2,20.261875,1,2,4,124,Hibernating
13835,65,5,15.960799999999999,4,4,3,443,Loyal
13836,309,2,20.011935483870968,2,2,4,224,Hibernating
13837,121,2,14.275789473684211,3,2,2,322,Potential Loyalists
13838,27,9,4.20611510791367,5,5,1,551,Loyal
13839,396,1,19.992857142857144,1,1,4,114,Hibernating
13840,326,1,16.285,2,1,3,213,Hibernating
13841,162,1,85.0,3,1,5,315,Needs Attention
13842,65,16,15.612851985559567,4,5,2,452,Loyal
13843,290,1,17.76388888888889,2,1,3,213,Hibernating
13846,152,3,16.038550724637684,3,3,3,333,Potential Loyalists
13847,629,1,16.353684210526318,1,1,3,113,Hibernating
13848,2,8,303.1818181818182,5,4,5,545,Champions
13849,80,4,16.082356687898088,4,3,3,433,Potential Loyalists
13850,39,1,17.155698924731183,4,1,3,413,New Customers
13851,5,8,32.903285714285715,5,4,5,545,Champions
13852,520,1,17.031818181818185,1,1,3,113,Hibernating
13854,2,34,66.33500000000001,5,5,5,555,Champions
13855,410,4,17.949863013698632,1,3,3,133,At Risk
13856,78,11,21.148703703703703,4,5,4,454,Champions
13857,303,6,7.785396825396826,2,4,1,241,Loyal
13859,235,2,14.329444444444444,3,2,2,322,Potential Loyalists
13861,339,2,13.012380952380951,2,2,2,222,Hibernating
13862,18,7,16.244503816793895,5,4,3,543,Loyal
13863,157,4,17.707857142857144,3,3,3,333,Potential Loyalists
13864,296,1,662.4000000000001,2,1,5,215,Hibernating
13865,46,3,16.66695652173913,4,3,3,433,Potential Loyalists
13867,127,1,17.35625,3,1,3,313,Needs Attention
13869,33,10,9.407540792540793,5,5,2,552,Loyal
13870,11,12,23.92808411214953,5,5,4,554,Champions
13871,2,13,19.598842443729904,5,5,4,554,Champions
13872,437,3,16.0825,1,3,3,133,At Risk
13873,29,8,17.315333333333335,5,4,3,543,Loyal
13874,267,7,27.50588235294118,2,4,5,245,Loyal
13875,43,13,16.899918699186994,4,5,3,453,Loyal
13877,379,2,16.622,1,2,3,123,Hibernating
13878,457,3,16.782112676056336,1,3,3,133,At Risk
13879,555,1,15.82,1,1,3,113,Hibernating
13880,55,12,18.767434210526318,4,5,4,454,Champions
13881,5,34,93.68010025062657,5,5,5,555,Champions
13883,128,13,21.06642857142857,3,5,4,354,Loyal
13884,187,8,9.199503546099292,3,4,1,341,Loyal
13885,99,2,18.1,4,2,3,423,Potential Loyalists
13887,113,1,18.397368421052633,3,1,3,313,Needs Attention
13888,29,7,11.788315217391306,5,4,2,542,Loyal
13889,2,6,23.990722891566264,5,4,4,544,Champions
13890,17,6,16.609462365591398,5,4,3,543,Loyal
13891,287,3,8.521313131313132,2,3,1,231,At Risk
13892,156,3,57.43333333333333,3,3,5,335,Potential Loyalists
13893,207,1,39.1,3,1,5,315,Needs Attention
13894,220,1,16.085,3,1,3,313,Needs Attention
13895,53,4,20.205855855855855,4,3,4,434,Potential Loyalists
13896,535,1,18.502380952380953,1,1,3,113,Hibernating
13897,348,2,20.227619047619047,1,2,4,124,Hibernating
13898,235,2,14.921739130434782,3,2,2,322,Potential Loyalists
13899,184,1,19.9,3,1,4,314,Needs Attention
13900,92,6,16.95357894736842,4,4,3,443,Loyal
13901,17,14,17.91702422145329,5,5,3,553,Loyal
13902,542,5,541.1946031746032,1,4,5,145,Loyal
13903,309,1,16.545,2,1,3,213,Hibernating
13904,204,1,11.830588235294117,3,1,2,312,Needs Attention
13905,642,1,26.054166666666664,1,1,4,114,Hibernating
13906,319,1,42.0,2,1,5,215,Hibernating
13907,601,1,34.2,1,1,5,115,Hibernating
13908,36,3,18.821466666666666,5,3,4,534,Potential Loyalists
13909,332,2,7.348717948717949,2,2,1,221,Hibernating
13911,54,19,17.48594017094017,4,5,3,453,Loyal
13912,333,1,17.85,2,1,3,213,Hibernating
13913,416,1,14.073333333333332,1,1,2,112,Hibernating
13915,304,1,35.400000000000006,2,1,5,215,Hibernating
13916,373,4,15.429305555555556,1,3,2,132,At Risk
13917,101,1,13.075999999999999,4,1,2,412,New Customers
13918,162,1,24.775,3,1,4,314,Needs Attention
13919,31,3,18.292615384615384,5,3,3,533,Potential Loyalists
13920,341,4,20.635813953488373,2,3,4,234,At Risk
13921,311,4,16.606818181818184,2,3,3,233,At Risk
13922,261,3,28.84,2,3,5,235,At Risk
13925,2,4,16.54268292682927,5,3,3,533,Potential Loyalists
13927,346,1,17.9635,2,1,3,213,Hibernating
13928,16,2,17.342307692307692,5,2,3,523,Potential Loyalists
13929,79,11,61.3,4,5,5,455,Champions
13930,46,1,21.0,4,1,4,414,New Customers
13931,5,11,19.399926199261994,5,5,4,554,Champions
13932,204,1,19.2125,3,1,4,314,Needs Attention
13933,19,2,26.469130434782613,5,2,4,524,Potential Loyalists
13934,173,1,29.74516129032258,3,1,5,315,Needs Attention
13935,506,3,76.4615,1,3,5,135,At Risk
13936,89,3,15.770862068965517,4,3,3,433,Potential Loyalists
13937,78,2,16.298703703703705,4,2,3,423,Potential Loyalists
13939,18,6,13.965858585858586,5,4,2,542,Loyal
13940,26,2,14.483703703703704,5,2,2,522,Potential Loyalists
13941,81,13,99.69655172413793,4,5,5,455,Champions
13942,444,1,320.0,1,1,5,115,Hibernating
13943,487,1,16.436,1,1,3,113,Hibernating
13944,563,1,5.726571428571429,1,1,1,111,Hibernating
13945,304,2,16.748039215686273,2,2,3,223,Hibernating
13946,111,5,33.345,3,4,5,345,Loyal
13948,270,4,22.865,2,3,4,234,At Risk
13949,4,1,14.155263157894737,5,1,2,512,New Customers
13950,156,1,25.615714285714283,3,1,4,314,Needs Attention
13951,85,3,17.293589743589745,4,3,3,433,Potential Loyalists
13952,127,14,31.35335207823961,3,5,5,355,Loyal
13953,25,10,337.0211764705882,5,5,5,555,Champions
13955,63,3,6.266321839080459,4,3,1,431,Potential Loyalists
13956,47,3,6.0738392857142856,4,3,1,431,Potential Loyalists
13957,327,3,16.97222222222222,2,3,3,233,At Risk
13958,289,8,20.745506607929517,2,4,4,244,Loyal
13959,190,5,7.765904761904761,3,4,1,341,Loyal
13961,302,1,28.336842105263155,2,1,5,215,Hibernating
13962,155,2,16.05,3,2,3,323,Potential Loyalists
13963,218,17,17.237396449704143,3,5,3,353,Loyal
13964,297,2,18.287499999999998,2,2,3,223,Hibernating
13965,386,3,41.525416666666665,1,3,5,135,At Risk
13966,345,1,17.766363636363636,2,1,3,213,Hibernating
13967,55,2,27.71666666666667,4,2,5,425,Potential Loyalists
13968,333,1,15.4575,2,1,2,212,Hibernating
13969,17,28,9.478780193236716,5,5,2,552,Loyal
13970,296,2,65.11923076923077,2,2,5,225,Hibernating
13971,16,12,18.20191588785047,5,5,3,553,Loyal
